,meanImp,medianImp,minImp,maxImp,normHits,decision,V7,LabelType
0,-0.9830548125853068,-1.0010015025043828,-2.0078365911617535,0.017591731642190044,0.0,Rejected,TLAssignedName_Helak__G___Grzegorz_,AllTypes
1,-0.3857292693646578,0.0,-1.001001502504383,0.0,0.0,Rejected,CDDRiskLevel_Other,AllTypes
2,0.012381419770068318,0.037991012931769215,-1.753836697211178,2.0176750031687942,0.0,Rejected,Weekday_Tuesday,AllTypes
3,0.04647435504634193,0.004052404150430699,-1.2842194966830789,1.667867503011471,0.0,Rejected,Weekday_Thursday,AllTypes
4,0.32043520690371247,0.4226915469320183,-0.7115048587787487,1.9012669945302603,0.0,Rejected,TLAssignedName_Skrzynecki__P___Piotr_,AllTypes
5,0.4096105452248468,0.7782456974886989,-1.641592079732463,2.452624420814904,0.010101010101010102,Rejected,ESR_ESR_linked,AllTypes
6,0.5353439144148975,0.3588509474838199,-1.1031852811937186,3.5474016204592287,0.010101010101010102,Rejected,CRS_TRUE,AllTypes
7,0.6204529646632263,0.4984439562752554,-1.4584081785408078,2.307182935240676,0.0,Rejected,TLAssignedName_Bartczak__K___Kamil_,AllTypes
8,0.6206622802784136,0.4573723196311057,-1.0065223831731158,2.6901024623530656,0.020202020202020204,Rejected,CDDRiskLevel_Normal,AllTypes
9,0.7217708565877755,0.7435187356623744,-0.8336076192098525,2.4853319412779755,0.010101010101010102,Rejected,Weekday_Wednesday,AllTypes
10,0.745577868151187,0.531687561805652,-0.7072213621864037,2.617287364497725,0.0,Rejected,TLAssignedName_Armannsson__G___Gabriela_,AllTypes
11,0.7590053145206286,1.236429288508303,-1.1328986764141842,2.289216741837749,0.0,Rejected,Weekday_Monday,AllTypes
12,0.7930755008266851,0.94281402829251,-1.8526924834787977,2.2129431800513633,0.0,Rejected,TLAssignedName_Bonczkowski__P___Pawel_,AllTypes
13,0.8108608414136428,0.9357150135222211,-0.7883539574805045,1.7021101175859692,0.0,Rejected,FATCA_FALSE,AllTypes
14,0.8489020899020484,0.8641334791195021,-0.5813869320938676,1.9464379686138376,0.0,Rejected,CRS_FALSE,AllTypes
15,1.1043522589190733,1.0255445514847932,-0.5913747158963162,2.869282565482005,0.010101010101010102,Rejected,Weekday_Friday,AllTypes
16,1.2376427938363375,1.181680258378813,-0.4925255751498906,3.4567177452601068,0.030303030303030304,Rejected,CDDRiskLevel_Increased,AllTypes
17,1.2644107643922036,1.2032156670694925,-0.21055657396444466,2.521555811541546,0.0,Rejected,TLAssignedName_Kolodziejczyk__A___Anna_,AllTypes
18,1.2837803611899736,1.3363604786437313,0.07154883811507144,2.4739350650079466,0.010101010101010102,Rejected,FATCA_TRUE,AllTypes
19,1.3683680987648073,1.2963935610739608,0.26118962756845815,2.80444342210104,0.0,Rejected,OwnershipLayers,AllTypes
20,1.369087020934603,1.4353249681890838,-0.17136544074629653,3.08894989322235,0.010101010101010102,Rejected,PopulationMatch,AllTypes
21,1.807285586679459,1.6684023846405234,0.05958184475838494,4.169441585725053,0.0707070707070707,Rejected,Critical_last_10_checklistsPC,AllTypes
22,1.8159795024575927,1.707586338815253,0.28695652284577017,3.888126998860099,0.04040404040404041,Rejected,Critical_last_5_checklistsPC,AllTypes
23,1.8404530497890792,1.700852925225734,0.4063831637596119,3.1581187644970456,0.06060606060606061,Rejected,TLAssignedName_Reglinska__J___Joanna_,AllTypes
24,1.8939253435276033,1.8944182879159452,-1.2632919766220359,4.830700050835817,0.15151515151515152,Rejected,ESR_No_ESR_needed,AllTypes
25,1.9902480776644491,2.1084828547550796,-1.0010015025043828,3.4014885145986784,0.10101010101010101,Rejected,TLAssignedName_Jaszewski__M___Michal_,AllTypes
26,2.134966355536977,2.0502777888220876,-0.4553342456476157,4.4555269592850335,0.3333333333333333,Confirmed,CDDRiskLevel_Low,AllTypes
27,2.511925571169904,2.5173140998554215,-0.348622310592799,5.59472263330251,0.4444444444444444,Rejected,ScreenedParties,AllTypes
28,2.5393753618811306,2.560494190090067,0.17801320879412771,4.61711053340768,0.40404040404040403,Confirmed,PartyType_Subsidiary,AllTypes
29,2.590049344986226,2.552238587171432,0.13984600382696397,4.421402533991987,0.46464646464646464,Confirmed,Minor_last_5_checklistsDR,AllTypes
30,2.641350044036466,2.751811957964208,-0.0356327131653437,5.404188823718738,0.5555555555555556,Confirmed,PartyType_Ultimate,AllTypes
31,2.9308174250233954,3.002185356063546,0.34863180425893736,5.148183255188951,0.6262626262626263,Rejected,TLAssignedName_Yadav__N___Neha_,AllTypes
32,3.106934688886867,3.091495262525251,1.049557541484093,6.496362478117845,0.6262626262626263,Confirmed,ESR_Full_ESR_review,AllTypes
33,3.247608580039397,3.131027248152913,1.4006753084273094,5.657587129098457,0.6363636363636364,Confirmed,Cases_last_5_days_of_PC,AllTypes
34,3.5841256652015345,3.630777584105933,0.9907089157244738,6.258170240737622,0.7575757575757576,Confirmed,Cases_last_30_days_of_PC,AllTypes
35,3.691766725019242,3.710994361119384,0.9368938475904631,5.957963985891135,0.8383838383838383,Confirmed,Critical_last_5_checklistsDR,AllTypes
36,3.9121545289473936,3.9057871682847667,1.5856799184854253,6.695143636793245,0.8383838383838383,Confirmed,HourNumeric,AllTypes
37,3.9334097156746197,3.9007830928329437,1.3940874909555643,6.812121727009459,0.8787878787878788,Confirmed,Minor_last_5_checklistsPC,AllTypes
38,3.99940023622494,3.9996285129892093,0.8346294324162519,6.423300562199942,0.8484848484848485,Confirmed,TLAssignedName_Makowska__M_M___Malgorzata_,AllTypes
39,4.133493322303305,4.124864244163987,2.1928278584173957,6.415051304703694,0.8888888888888888,Confirmed,Minor_last_10_checklistsDR,AllTypes
40,4.154221513168219,4.0957711641938515,1.6645505149793005,6.406822220152178,0.898989898989899,Confirmed,Critical_last_10_checklistsDR,AllTypes
41,4.172665856221374,4.078749960526078,2.012364847417546,6.502477472070117,0.898989898989899,Confirmed,TLAssignedName_Michalik__J___Justyna_,AllTypes
42,4.858446272979564,4.972426834356714,2.503379342146271,7.409245989083889,0.9696969696969697,Confirmed,TeamExperience,AllTypes
43,5.937274207466258,5.875315074852068,3.9182325214526936,8.450764130198461,1.0,Confirmed,GroupCases,AllTypes
44,6.168345093630484,6.18332451047433,3.750059672786783,7.813059094408617,1.0,Confirmed,ProcessingUnit_Gdansk,AllTypes
45,6.188462362959616,6.2938977610385605,3.996558784138486,7.616184039518059,1.0,Confirmed,TLAssignedName_Jurojc__M___Mateusz_,AllTypes
46,6.197823811516965,6.165328520079532,3.960140313684708,8.884505163497582,1.0,Confirmed,FirstGroupCase,AllTypes
47,6.26986545348228,6.323932524122469,4.251375390275261,7.963876745529629,1.0,Confirmed,ProcessingUnit_MidCorp,AllTypes
48,6.396426294484084,6.206204520111549,4.075248534801255,8.990498796894965,1.0,Confirmed,Major_last_10_checklistsPC,AllTypes
49,6.458529104753842,6.563157362756944,4.100649580547171,9.394545046115454,1.0,Confirmed,Minor_last_10_checklistsPC,AllTypes
50,6.480817231445762,6.5022389995262335,4.287142879472493,9.719318079498834,1.0,Confirmed,Major_last_5_checklistsPC,AllTypes
51,7.254846807605307,7.223819759383886,5.086838581200606,9.656949327539255,1.0,Confirmed,TLAssignedName_Jastrzebowska__S___Sonia_,AllTypes
52,7.748664138257452,7.887504820465131,5.046118730166201,10.001432121065905,1.0,Confirmed,TLAssignedName_Marcos_Cantabrana__I___Ivan_,AllTypes
53,8.007877722087224,8.023682993467046,5.255130582444706,11.119400940250843,1.0,Confirmed,ProjectExperience,AllTypes
54,8.414242771329501,8.320003482723665,6.388244836880438,10.527907963659757,1.0,Confirmed,TLAssignedName_Wojciechowska__M___Magdalena_,AllTypes
55,8.607878932389584,8.520304584100366,6.1850177651612945,11.320134147326005,1.0,Confirmed,Cases_last_30_days_of_DR,AllTypes
56,8.792697392445413,8.761157638143496,5.817482378802121,11.309089388096936,1.0,Confirmed,Cases_last_5_days_of_DR,AllTypes
57,9.672317747848972,9.619578546675765,7.754447302008986,11.516047868095201,1.0,Confirmed,TLAssignedName_Rybka__I_A___Izabela_Anna_,AllTypes
58,13.922393977616114,13.83550620577837,11.781088613555916,16.612533188810158,1.0,Confirmed,Major_last_10_checklistsDR,AllTypes
59,18.81572361892122,18.93543739845578,15.458382061567177,22.116953238778898,1.0,Confirmed,Major_last_5_checklistsDR,AllTypes
0,-0.7290177747108993,-0.573095136044741,-2.6641035793102326,0.0067664949255152726,0.0,Rejected,TLAssignedName_Helak__G___Grzegorz_,NoMinor
1,-0.32215270762185005,0.14204782573231234,-2.5386033184902734,1.2552900193575824,0.0,Rejected,FATCA_FALSE,NoMinor
2,-0.26588106291766106,0.0,-1.001001502504383,1.0010015025043828,0.0,Rejected,CDDRiskLevel_Other,NoMinor
3,-0.1766167683639903,0.09508060356987094,-2.420002575115726,1.5368055982310347,0.0,Rejected,Weekday_Wednesday,NoMinor
4,-0.15041390978356928,-0.3943328979052467,-1.7660531898750762,1.3007520680649898,0.0,Rejected,Weekday_Thursday,NoMinor
5,0.08370629349902504,-0.30409304975780865,-2.3750146961904077,2.1283321697037234,0.0,Rejected,Weekday_Friday,NoMinor
6,0.3993054089437833,0.5375792367371115,-0.5508660566851553,1.1795306554447684,0.0,Rejected,CRS_FALSE,NoMinor
7,0.5095725300756866,0.776500742805228,-0.6879515019847066,1.3354161192419025,0.0,Rejected,FATCA_TRUE,NoMinor
8,0.5149249891532962,0.8606980203943014,-1.1746775136561989,2.350974489761631,0.010101010101010102,Rejected,CRS_TRUE,NoMinor
9,0.5491400865055422,0.5725664047654309,-1.1042537921538889,2.6250034862812917,0.010101010101010102,Rejected,CDDRiskLevel_Normal,NoMinor
10,0.6930299941613473,0.8486613755746584,-1.6963021548586108,1.9949280036624464,0.0,Rejected,Weekday_Tuesday,NoMinor
11,0.7699035128831719,1.1306630961439632,-0.694550935663304,1.7957951146151832,0.0,Rejected,Critical_last_5_checklistsPC,NoMinor
12,0.7954899718926464,0.795550582244636,-1.007773490279292,2.444265229422264,0.0,Rejected,Weekday_Monday,NoMinor
13,0.860607916196369,0.8561301990005287,-0.8656909790767129,2.3868402608548607,0.0,Rejected,OwnershipLayers,NoMinor
14,0.882423943967567,0.8155046930752593,-0.5124468287921782,1.8594478917882349,0.0,Rejected,ESR_ESR_linked,NoMinor
15,0.9465406856157582,0.8782814715978785,-1.0415396024886499,3.563047011818462,0.020202020202020204,Rejected,Minor_last_5_checklistsDR,NoMinor
16,1.0282012826738476,0.8348710061366623,0.24008955544884084,2.2472185834854033,0.0,Rejected,TLAssignedName_Bartczak__K___Kamil_,NoMinor
17,1.1399270699776776,1.165689316205308,-0.15754413111366902,2.328721798115104,0.0,Rejected,TLAssignedName_Reglinska__J___Joanna_,NoMinor
18,1.1642013283638335,1.1265654677582129,-0.587117900033688,3.488720646314601,0.030303030303030304,Rejected,CDDRiskLevel_Increased,NoMinor
19,1.1870007763249864,1.0157203599479447,-0.733263976020073,3.9389482352468397,0.020202020202020204,Rejected,TLAssignedName_Skrzynecki__P___Piotr_,NoMinor
20,1.27222345508983,1.16447677893445,-0.38262456415811563,3.5978433623976076,0.030303030303030304,Rejected,Critical_last_10_checklistsPC,NoMinor
21,1.3125653998696276,1.1563064301194044,-0.5519610588027272,3.4803056157213406,0.04040404040404041,Rejected,CDDRiskLevel_Low,NoMinor
22,1.4387999765470616,1.5499918443267948,-0.728064868687844,3.2581690810927713,0.04040404040404041,Rejected,TLAssignedName_Armannsson__G___Gabriela_,NoMinor
23,1.4432904898731431,1.2189929710714706,-1.4049125064154444,3.4194437360423033,0.010101010101010102,Rejected,Cases_last_5_days_of_PC,NoMinor
24,1.4750055203874644,1.7761504833905297,-1.944086699586387,3.5460215219980102,0.050505050505050504,Rejected,Minor_last_10_checklistsDR,NoMinor
25,1.7544397531893192,1.9041834458351192,-0.1709300075963657,3.8446202181177043,0.09090909090909091,Rejected,ScreenedParties,NoMinor
26,1.8600611589217488,1.7412325797545596,-0.6306898090504037,3.924611319464161,0.20202020202020202,Rejected,TLAssignedName_Bonczkowski__P___Pawel_,NoMinor
27,2.0536770234914634,2.027647689912148,-0.8952710722858648,4.358745965549343,0.2222222222222222,Rejected,PopulationMatch,NoMinor
28,2.1366604768567257,2.1548030290754787,0.19604204222687902,4.367368277669528,0.1111111111111111,Rejected,ESR_No_ESR_needed,NoMinor
29,2.172345427726029,2.180759324698906,-0.607500668553031,5.350945834808359,0.37373737373737376,Confirmed,TLAssignedName_Kolodziejczyk__A___Anna_,NoMinor
30,2.3985696149042512,2.3391263012479624,1.0233546358262828,3.955588321554718,0.36363636363636365,Confirmed,TLAssignedName_Jaszewski__M___Michal_,NoMinor
31,2.6534468753847893,2.635501426864102,0.5767125966018104,5.696295212571007,0.43434343434343436,Confirmed,PartyType_Ultimate,NoMinor
32,2.760909045949786,2.8546137139363594,0.5845456068763574,4.692441996952489,0.5252525252525253,Rejected,PartyType_Subsidiary,NoMinor
33,3.2047918480428,3.243407465746898,0.8938353955537751,6.4256554786400635,0.6363636363636364,Confirmed,Cases_last_30_days_of_PC,NoMinor
34,3.390858440628594,3.401246699709301,0.7583077542815779,5.503431564529496,0.7272727272727273,Confirmed,Critical_last_5_checklistsDR,NoMinor
35,3.5812451780846395,3.6034931289965817,0.21319731317303003,6.333244664528703,0.7272727272727273,Confirmed,TLAssignedName_Yadav__N___Neha_,NoMinor
36,3.6652267260369005,3.649400164874885,1.2671246643931036,5.798959889686547,0.7777777777777778,Confirmed,Minor_last_5_checklistsPC,NoMinor
37,3.759626038155855,3.8280065260123415,1.627473425279744,6.153573484205785,0.7676767676767676,Confirmed,TLAssignedName_Michalik__J___Justyna_,NoMinor
38,4.16546165430631,4.200761738112938,1.3602897212460408,5.86842625708266,0.8484848484848485,Confirmed,TLAssignedName_Makowska__M_M___Malgorzata_,NoMinor
39,4.166665294809051,4.0235096446807335,1.4114439657171232,6.66891955322058,0.8585858585858586,Confirmed,ESR_Full_ESR_review,NoMinor
40,4.50443046551208,4.625449907943796,1.172548320100102,7.5490824059977735,0.8787878787878788,Confirmed,TeamExperience,NoMinor
41,4.632554518672215,4.651600464242071,1.4112319208645525,6.621614193061809,0.9393939393939394,Confirmed,Critical_last_10_checklistsDR,NoMinor
42,4.790988345947453,4.716979983992427,2.6595191764463513,6.657196665134358,0.9797979797979798,Confirmed,TLAssignedName_Jurojc__M___Mateusz_,NoMinor
43,4.81777441278379,4.745763881797189,2.6493466168239426,7.210858594745373,0.9595959595959596,Confirmed,ProcessingUnit_Gdansk,NoMinor
44,4.955565718727272,4.924435527594136,2.2165516122243525,7.29462795500586,0.9696969696969697,Confirmed,ProcessingUnit_MidCorp,NoMinor
45,5.062317224047691,5.039385833930174,1.1001130386031566,7.5783786523833445,0.9595959595959596,Confirmed,Major_last_5_checklistsPC,NoMinor
46,5.455638535012319,5.452342913960568,3.3624536749382044,7.3461110855389595,0.9696969696969697,Confirmed,TLAssignedName_Wojciechowska__M___Magdalena_,NoMinor
47,5.497973781928607,5.559886640338866,1.9098392370517077,7.725961499508366,0.9595959595959596,Confirmed,Major_last_10_checklistsPC,NoMinor
48,5.562311769898878,5.5444263413606265,2.8697978194040057,8.180334768124117,0.9696969696969697,Confirmed,HourNumeric,NoMinor
49,5.808056048404457,5.760793399216318,3.7863118234394997,8.953224807759701,0.9797979797979798,Confirmed,Minor_last_10_checklistsPC,NoMinor
50,6.303658532554669,6.364728070510091,3.764101849117685,8.394941683206678,1.0,Confirmed,GroupCases,NoMinor
51,6.71768025244407,6.771155235037507,3.627830939499047,9.301052776916757,1.0,Confirmed,FirstGroupCase,NoMinor
52,6.924279107272602,6.99808854541669,2.6507862220939717,8.872987421703286,1.0,Confirmed,TLAssignedName_Rybka__I_A___Izabela_Anna_,NoMinor
53,7.267585527988212,7.301241736578134,5.028104073363822,9.806644257838732,1.0,Confirmed,TLAssignedName_Marcos_Cantabrana__I___Ivan_,NoMinor
54,7.438320442931165,7.475872158032355,5.030963842764203,10.395110322879779,1.0,Confirmed,ProjectExperience,NoMinor
55,8.24757724361608,8.200065338025402,5.693739287221433,10.529079177750177,1.0,Confirmed,Cases_last_5_days_of_DR,NoMinor
56,8.89968338506882,8.844468310766247,6.852545217791966,11.01729329264402,1.0,Confirmed,TLAssignedName_Jastrzebowska__S___Sonia_,NoMinor
57,9.043772826430214,8.976332554787776,6.384098606891981,11.71818815341733,1.0,Confirmed,Cases_last_30_days_of_DR,NoMinor
58,16.14432008868722,16.147285358343456,13.614477966087696,19.102328000361357,1.0,Confirmed,Major_last_10_checklistsDR,NoMinor
59,19.192399873551558,19.303821325947133,16.144278002266915,21.915080654057956,1.0,Confirmed,Major_last_5_checklistsDR,NoMinor
